"negative" "positive"
"6536" 0.813 0.187
"6537" 0.757 0.243
"6538" 0.763 0.237
"6539" 0.747 0.253
"6540" 0.749 0.251
"6541" 0.745 0.255
"6542" 0.781 0.219
"6543" 0.761 0.239
"6544" 0.777 0.223
"6545" 0.775 0.225
"6546" 0.74 0.26
"6547" 0.745 0.255
"6548" 0.727 0.273
"6549" 0.753 0.247
"6550" 0.712 0.288
"6551" 0.723 0.277
"6552" 0.679 0.321
"6553" 0.614 0.386
"6554" 0.543 0.457
"6555" 0.48 0.52
"6556" 0.452 0.548
"6557" 0.413 0.587
"6558" 0.386 0.614
"6559" 0.363 0.637
"6560" 0.457 0.543
"6561" 0.486 0.514
"6562" 0.599 0.401
"6563" 0.707 0.293
"6564" 0.765 0.235
"6565" 0.809 0.191
"6566" 0.837 0.163
"6567" 0.822 0.178
"6568" 0.79 0.21
"6569" 0.729 0.271
"6570" 0.625 0.375
"6571" 0.613 0.387
"6572" 0.573 0.427
"6573" 0.493 0.507
"6574" 0.471 0.529
"6575" 0.406 0.594
"6576" 0.401 0.599
"6577" 0.385 0.615
"6578" 0.397 0.603
"6579" 0.436 0.564
"6580" 0.494 0.506
"6581" 0.561 0.439
"6582" 0.59 0.41
"6583" 0.692 0.308
"6584" 0.739 0.261
"6585" 0.796 0.204
"6586" 0.859 0.141
"6587" 0.866 0.134
"6588" 0.896 0.104
"6589" 0.922 0.078
"6590" 0.933 0.067
"6591" 0.915 0.085
"6592" 0.919 0.081
"6593" 0.928 0.072
"6594" 0.924 0.076
"6595" 0.913 0.087
"6596" 0.881 0.119
"6597" 0.877 0.123
"6598" 0.818 0.182
"6599" 0.785 0.215
"6600" 0.71 0.29
"6601" 0.722 0.278
"6602" 0.699 0.301
"6603" 0.708 0.292
"6604" 0.711 0.289
"6605" 0.655 0.345
"6606" 0.505 0.495
"6607" 0.427 0.573
"6608" 0.354 0.646
"6609" 0.307 0.693
"6610" 0.256 0.744
"6611" 0.262 0.738
"6612" 0.27 0.73
"6613" 0.324 0.676
"6614" 0.255 0.745
"6615" 0.322 0.678
"6616" 0.364 0.636
"6617" 0.476 0.524
"6618" 0.601 0.399
"6619" 0.714 0.286
"6620" 0.743 0.257
"6621" 0.692 0.308
"6622" 0.428 0.572
"6623" 0.373 0.627
"6624" 0.314 0.686
"6625" 0.276 0.724
"6626" 0.295 0.705
"6627" 0.35 0.65
"6628" 0.372 0.628
"6629" 0.443 0.557
"6630" 0.533 0.467
"6631" 0.574 0.426
"6632" 0.67 0.33
"6633" 0.724 0.276
"6634" 0.73 0.27
"6635" 0.73 0.27
"6636" 0.766 0.234
"6637" 0.742 0.258
"6638" 0.758 0.242
"6639" 0.831 0.169
"6640" 0.861 0.139
"6641" 0.88 0.12
"6642" 0.876 0.124
"6643" 0.897 0.103
"6644" 0.863 0.137
"6645" 0.864 0.136
"6646" 0.829 0.171
"6647" 0.836 0.164
"6648" 0.746 0.254
"6649" 0.697 0.303
"6650" 0.641 0.359
"6651" 0.651 0.349
"6652" 0.591 0.409
"6653" 0.58 0.42
"6654" 0.54 0.46
"6655" 0.44 0.56
"6656" 0.384 0.616
"6657" 0.297 0.703
"6658" 0.286 0.714
"6659" 0.257 0.743
"6660" 0.237 0.763
"6661" 0.235 0.765
"6662" 0.262 0.738
"6663" 0.317 0.683
"6664" 0.364 0.636
"6665" 0.536 0.464
"6666" 0.598 0.402
